,PatientID,GrayLevelNonUniformity,GrayLevelNonUniformityNormalized,GrayLevelVariance,HighGrayLevelRunEmphasis,LongRunEmphasis,LongRunHighGrayLevelEmphasis,LongRunLowGrayLevelEmphasis,LowGrayLevelRunEmphasis,RunEntropy,RunLengthNonUniformity,RunLengthNonUniformityNormalized,RunPercentage,RunVariance,ShortRunEmphasis,ShortRunHighGrayLevelEmphasis,ShortRunLowGrayLevelEmphasis
68,LUNG1-071,884.3624187636433,0.09492389462370136,55.156660536547214,1516.0174096642,2.0881722968901695,3471.288863342319,0.001806680059129444,0.0011322472264754925,4.947672800683335,6488.497684213747,0.6949021237629867,0.7927168297096698,0.48148578093041716,0.8582504306967936,1265.613561919847,0.0010354010696397016
69,LUNG1-072,2245.0401275499858,0.09133778544945187,47.58883496154919,1778.2223880132474,1.5416795726165011,2763.4561693713235,0.0016977904692432946,0.0012885102969673059,4.797616120641463,19057.914134060396,0.7741866839077883,0.8659382479460707,0.20367213487742278,0.9012128162831485,1598.5794315312853,0.0012102370589128428
70,LUNG1-073,3012.0451555678883,0.12913488338100854,52.21899891895637,1170.74215497259,2.496110149092919,3158.530049917846,0.0031758348620109303,0.0018512339087955404,4.7565941223826895,14851.379196647285,0.6323802020600572,0.7452340200219182,0.6555995490175234,0.8209960990935635,934.4402734352764,0.0016755345305910357
71,LUNG1-074,3363.659319666307,0.09982173742630579,45.956510492248086,1789.8453049671875,2.06281673638216,3848.643028501528,0.0021558363452129606,0.001306924994276041,4.896030141507123,23039.69828259283,0.6806312722054378,0.7905324610110219,0.4423200884875949,0.8501538606989058,1500.8590848751435,0.0011673262166221475
72,LUNG1-075,2967.626406414318,0.14329131618396432,12.827746253926701,1625.149725563642,2.553518847017839,4244.0298584571265,0.0017307408873160777,0.0008026029975761716,4.325721541735708,12923.168881300882,0.6143460596200493,0.7415660572611245,0.6489396538901997,0.807991231513548,1303.9607648369094,0.0006867458340069926
73,LUNG1-076,47.41289924795857,0.03371265758188314,152.0808968022072,1126.6164435684555,1.2649397432413994,1527.2711778442233,0.004867656499909957,0.004228734562864851,5.504959210399908,1244.242751942352,0.8819446036981099,0.9314481139298656,0.10053356791878088,0.9502440897493606,1054.362585096755,0.004101247416629392
74,LUNG1-077,1604.7063281497587,0.1122083188409411,72.42212208280253,1207.7928893757366,2.487951601615944,3307.1948003576354,0.003965733781943482,0.002458194819228406,4.993048948678983,9373.969371562267,0.6530712431985195,0.7516911734921213,0.6937993973501088,0.8338207807522205,976.7520561103563,0.0022543576455123495
75,LUNG1-078,148.83822748826537,0.04393458360458723,96.44369185909395,913.4559256728755,1.5298146209742471,1640.8991751322158,0.0032168731308156845,0.002655155052415821,5.3423535915526985,2748.8866524322566,0.8094744550601999,0.8778609198842664,0.22238942754467128,0.9171586968090579,804.3340893758061,0.0025570797925365163
76,LUNG1-079,1302.3783640418785,0.10465638442720555,60.429342853022455,1755.1834962397868,1.76656139481592,3171.230050398113,0.00866944662442781,0.004885436018488552,4.723664592690114,8969.546095671614,0.7183530839488181,0.8272287738865723,0.29314092054036267,0.8716258446422921,1518.3826075643583,0.0042417820218947294
77,LUNG1-080,48.82177662498402,0.029860501754419067,109.16716615521048,861.4259008038899,1.2413245769222359,1179.204904524176,0.004763183624501662,0.004295831991600809,5.4888068114382,1460.4550342534292,0.8923304530710718,0.9365219307912718,0.09720149030065248,0.955910067065533,806.6452006298312,0.004194597358606122
78,LUNG1-081,203.96119318676983,0.09888845260820932,57.3224322830465,1038.4731058748616,1.8900235206105136,2175.760578534059,0.0032965509889078854,0.00255358728320456,4.753891075308606,1513.6273212410047,0.7323017005153312,0.8215273934698395,0.38677724993777773,0.8780872329314682,884.4376360225857,0.002445683112811999
79,LUNG1-082,69.10271432515137,0.036410973197974775,185.6830411438547,581.2594142122742,1.3607094001989588,727.8404987819637,0.015977953005697706,0.011695815256611316,5.62761018697266,1639.802041301722,0.8573424426032473,0.9145381645381645,0.14090112468805874,0.9379992008675715,556.9792703950628,0.010920245092005785
80,LUNG1-083,201.82597463396056,0.05625657053896846,82.50645668745359,992.2250639725045,1.5774656971499872,1776.8356137800733,0.004854160377276938,0.004057236326991652,5.192772102519919,2861.2905192072108,0.7963267756660029,0.8709701604438448,0.24220685343163478,0.9107894084710091,873.5404381970212,0.0039021989834198936
81,LUNG1-084,153.20156415471445,0.046936622810487834,136.13423596652098,1051.3212666665738,1.9236352428676158,2611.593162260828,0.0041377209580275515,0.00340258606917702,5.4750785477287405,2545.6609031002467,0.7827527114342452,0.8376797756161604,0.4769012326761569,0.903259205745493,896.0504162218731,0.0032993717452675995
82,LUNG1-086,11.710210974570403,0.03730805804953725,66.76026960315606,485.39586610415176,1.1117156891869482,554.3520425134744,0.010416955522275471,0.010013802420155642,5.033573386205608,293.5533727123341,0.9344775146227693,0.9656804733727811,0.03773968689035446,0.9740338032301534,469.40625233898055,0.009921579782222582
83,LUNG1-087,40.769686515849685,0.032583688048590013,88.69186202831926,724.8373576816441,1.149777663990909,863.8101471303465,0.007289832100343002,0.006830538374805941,5.329490680516726,1154.2180436454219,0.9208648456603906,0.9565984474241354,0.05354030408089476,0.9680332066792331,695.3592572200499,0.006748468857753761
84,LUNG1-088,414.89182914630044,0.06819747792213374,89.13856778849815,1304.249062791607,1.8770210463936203,2794.8001168486517,0.0025939398947424346,0.0020225562561593654,5.218338284079291,4533.550319939148,0.7448930430993872,0.8268390997648639,0.3958226586149445,0.8848319578946368,1111.2069021780894,0.0019404492755227356
