,PatientID,HLH GrayLevelNonUniformity,HLH GrayLevelNonUniformityNormalized,HLH GrayLevelVariance,HLH HighGrayLevelRunEmphasis,HLH LongRunEmphasis,HLH LongRunHighGrayLevelEmphasis,HLH LongRunLowGrayLevelEmphasis,HLH LowGrayLevelRunEmphasis,HLH RunEntropy,HLH RunLengthNonUniformity,HLH RunLengthNonUniformityNormalized,HLH RunPercentage,HLH RunVariance,HLH ShortRunEmphasis,HLH ShortRunHighGrayLevelEmphasis,HLH ShortRunLowGrayLevelEmphasis
0,10_radiomics_HUH,2573.9593050696394,0.24944035538339784,1.618620643373279,58.189920892190244,2.9531471761948,168.90034656055337,0.0555123326259361,0.019842345327936054,3.537604624977159,5769.972333334029,0.5543361890624096,0.6945937679814627,0.815547245661598,0.7700856450341061,45.08463359719523,0.015617651908696581
1,11_radiomics_HUH,6318.881258685645,0.22035503449951607,3.174640127109495,136.23959178215114,3.2155057895087373,427.4624418411418,0.025503635967820345,0.008321453637744218,3.9092213090857415,15841.894610817062,0.548912164623389,0.679622459388608,0.9813774588190801,0.7669262519336806,105.32260503489783,0.0065118215549474995
2,12_radiomics_HUH,25556.004722389767,0.3819871095924381,1.1391059664041625,157.3210971408837,4.828055391183243,756.1698929490162,0.03137292236299349,0.006690819097715525,3.4379187293265696,27999.196036806985,0.4120696827431385,0.5722918246665254,1.5664984230970318,0.6535423546058621,103.04141079678354,0.0044532189940402565
3,13_radiomics_HUH,5417.8642529163835,0.18632352457126042,3.2371480723916237,135.3659412961837,2.595763616907031,346.47154511993097,0.020792669907424937,0.008408813695377746,3.8521981995800747,18108.035542264595,0.617702241723279,0.7374674075448482,0.7007684020857347,0.811695353951303,110.32336644823262,0.006939141786165887
4,14_radiomics_HUH,98499.88986618145,0.4243817293083301,0.7189304747610865,133.25716629651654,5.309748986977923,703.4323458065493,0.040580855018506765,0.007713963531632215,3.3039638411770764,90755.12092578255,0.38351353128523924,0.5468132418019476,1.723558089347674,0.622940416462504,83.28804103930449,0.004838748065203775
5,15_radiomics_HUH,125.62705763502471,0.1571710975785826,3.839754260869759,60.89126686641446,1.6336780622326352,96.50492144620087,0.03899710218206708,0.026013335880323556,3.647225425406987,592.2803837806196,0.7382746793754144,0.8468057366362451,0.22693252099555702,0.8824910662302528,54.23857243894766,0.023579825730258113
6,16_radiomics_HUH,2763.5445143695406,0.1539159529234504,4.679541764793732,115.53452720571946,1.993022247344291,225.6846636838792,0.020617806307644523,0.011151938442831043,3.913528483724603,12434.439878678228,0.6883940358560188,0.801525195976342,0.4041553131985684,0.8542778246888081,99.27341171068382,0.009744900511772412
7,17_radiomics_HUH,9981.643502890867,0.2655349232807869,1.8277190263086796,92.42004821493505,3.506264137504409,317.9700402052049,0.04050072004157395,0.012027712233503515,3.68006539425686,19401.42931045649,0.5111174848482801,0.653167302671219,1.0770540879605048,0.7387134075172017,68.75705341397112,0.009049288041394042
8,18_radiomics_HUH,1601.6939160084803,0.16454284197539457,4.09232095692035,136.63169020118528,2.126971298085096,285.8797769218306,0.017417480690794542,0.008600783880278177,3.8960185130916827,6465.480218648115,0.6619220796865528,0.7793159107431092,0.46411815084823166,0.8398375884521893,115.26632502698136,0.007339412017756442
9,19_radiomics_HUH,2801.7919994806552,0.13895042191961465,5.044987793329879,162.26641926095968,1.7998028625181048,287.9040980420454,0.012493016186745635,0.007170001928679878,3.933291357561825,14621.529379229007,0.7230884546405985,0.8268828435378872,0.32444240326466783,0.8743227421945062,142.4206709381222,0.006327813977325779
10,1_radiomics_HUH,1314.7490436063013,0.1608444344968551,3.8585969725044698,94.38411211024392,1.9161550251368338,177.38181930298867,0.023812838478809887,0.013099082372564548,3.7788881108504953,5779.1070904748985,0.7028366167184583,0.8112242170616041,0.3708325346817474,0.8623547630214186,81.84656779583413,0.01147243522102449
11,20_radiomcis_HUH,27000.216834914325,0.2665461278060165,2.367900260705425,134.69822835674145,3.751002105007752,498.5187854931638,0.029255110007236147,0.008137561644390109,3.7951377246009814,50618.90010746926,0.495667225524176,0.6394638995962089,1.197027297774218,0.7276718207481024,98.55022610864218,0.0060383997287235935
12,21_radiomics_HUH,6292.508446162571,0.2620170449457613,2.272900610302994,213.53461988083308,3.7759720883265993,795.1566238179164,0.018335952972231624,0.004972370726806655,3.7812965537395318,12147.983714439151,0.5010639618156613,0.6411575562700965,1.224720283045729,0.731316493272838,157.0029526825554,0.0036791706369647065
13,22_radiomics_HUH,10985.65666783405,0.2748457425049219,1.5670721554655174,92.01807038648045,3.719581498499205,336.8480520831069,0.0426249642823818,0.011806707203797883,3.629043613596032,20334.025907003743,0.5018916102460361,0.6452611112632473,1.1777668305230333,0.7308755795761896,67.65185716007663,0.008749805083211588
14,23_radiomics_HUH,9982.011988139478,0.2655676068252522,2.0056367918255047,112.53187467168391,3.6593467014724133,405.96485101597557,0.034276062617183536,0.009769924818769787,3.730353301578821,19068.043224208104,0.5028572866570453,0.6448549385494384,1.1532280537078663,0.7326529129741987,82.88251770094035,0.007300669519190919
15,24_radiomics_HUH,2556.927978646318,0.2552010836422884,1.8025657680092375,58.19833516217989,3.261948936118333,185.5641140162165,0.0621604674245655,0.020712912551957584,3.6188292382292486,5425.872023654933,0.5373111612606869,0.6740089704700422,0.9819886443768765,0.7585516773900799,44.50190624308958,0.016267072068101747
